"Company 
(Maker-if known)","Specific Bean Origin
or Bar Name",REF,"Review
Date","Cocoa
Percent","Company
Location",Rating,Sweetness,Price,Fat Content,"Broad Bean
Origin"
Choklat,"Porcelana, Tabasco",377,2009,70,Canada,2.75,97,3,3,Mexico
Quetzalli (Wolter),"Mexico, Lot 28022016",1796,2016,70,Mexico,2.75,90,3,3,Mexico
Altus aka Cao Artisan,Momotombo,1728,2016,60,U.S.A.,2.75,97,1,3,Nicaragua
Chocolate Con Amor,Nicaragua,1768,2016,80,U.S.A.,2.75,100,4,2,Nicaragua
Damson,O'Payo,1666,2015,70,U.K.,2.75,97,2,3,Nicaragua
Guittard,Nicaragua,1053,2013,65,U.S.A.,2.75,90,3,2,Nicaragua
Momotombo,Matagalpa,661,2011,70,Nicaragua,2.75,95,1,1,Nicaragua
Momotombo,Mombacho,661,2011,70,Nicaragua,2.75,93,3,4,Nicaragua
Nova Monda,"La Dalia, Matagalpa,cacao Bisesto,green label",935,2012,75,Niacragua,2.75,95,1,2,Nicaragua
Pitch Dark,Johe,1506,2015,80,U.S.A.,2.75,94,5,1,Nicaragua
Undone,Matagalpa,1438,2014,74,U.S.A.,2.75,90,2,1,Nicaragua
Pitch Dark,Chuno,1510,2015,80,U.S.A.,2.75,92,6,4,Nicaragua
organicfair,Nicaraqua,1165,2013,72,Canada,2.75,98,2,3,Nicaragua
Pitch Dark,Nicalizo,1510,2015,80,U.S.A.,2.75,98,5,3,Nicaragua
A. Morin,Panama,1011,2013,70,France,2.75,90,1,4,Panama
Artisan du Chocolat,Panama,745,2011,72,U.K.,2.75,91,2,3,Panama
Bakau,"Bambamarca, 2015",1454,2015,70,Peru,2.75,91,6,1,Peru
Belcolade,Peru,586,2010,64,Belgium,2.75,93,4,2,Peru
Cello,Peru,1247,2014,70,U.S.A.,2.75,94,3,1,Peru
Chocolate Conspiracy,Peru,1259,2014,74,U.S.A.,2.75,98,2,3,Peru
Heilemann,Peru,1876,2016,64,Germany,2.75,95,6,4,Peru
Holy Cacao,Maranon,1872,2016,70,Israel,2.75,92,5,2,Peru
Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",1109,2013,100,U.K.,2.75,97,5,1,Peru
Marana,Cusco,1884,2016,70,Peru,2.75,97,4,4,Peru
Night Owl,Peru,1022,2013,75,U.S.A.,2.75,97,6,4,Peru
Pascha,Peru,1137,2013,70,Peru,2.75,93,1,3,Peru
Potomac,"San Martin, Amazonian Highlands",789,2011,70,U.S.A.,2.75,91,4,3,Peru
Spencer,Peru,1932,2017,70,U.S.A.,2.75,97,4,1,Peru
Terroir,Peru,1478,2015,70,U.S.A.,2.75,91,1,2,Peru
Bonnat,"Porcelana, Apotequil",336,2009,75,France,2.75,96,6,3,Peru
Castronovo,Tumbes,1153,2013,70,U.S.A.,2.75,96,2,4,Peru
Chocolarder,Peru + nibs,1482,2015,65,U.K.,2.75,92,4,2,Peru
"Chocolate Tree, The",Peru,919,2012,68,Scotland,2.75,94,6,1,Peru
Forever Cacao,Rio Eni,1267,2014,72,U.K.,2.75,99,4,2,Peru
iQ Chocolate,"Satipo region, white label",943,2012,72,Scotland,2.75,100,5,4,Peru
Pomm (aka Dead Dog),Peru,829,2012,82,U.S.A.,2.75,91,5,4,Peru
Soma,"Apurimac, El Quinacho Co-op",1073,2013,70,Canada,2.75,90,1,1,Peru
Wilkie's Organic,Amazonas,1169,2013,89,Ireland,2.75,90,3,2,Peru
Wilkie's Organic,Amazonas w/ nibs,1173,2013,75,Ireland,2.75,91,5,2,Peru
Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",919,2012,72,U.S.A.,2.75,94,6,1,Peru
K'ul,"Maranon, Fortunato No. 4",1852,2016,70,U.S.A.,2.75,93,6,4,Peru
Solkiki,"Maranon, Fortunato No. 4",1840,2016,68,U.K.,2.75,98,2,4,Peru
StRita Supreme,"Samar, East Visayas region",943,2012,75,U.S.A.,2.75,90,4,3,Philippines
Rozsavolgyi,Principe,765,2011,77,Hungary,2.75,95,2,2,Principe
Madre,Puerto Rico,1085,2013,70,U.S.A.,2.75,97,1,3,Puerto Rico
Ocho,Sang Yum Coop,1760,2016,100,New Zealand,2.75,90,6,1,Samoa
Svenska Kakaobolaget,Sri Lanka,1618,2015,70,Sweden,2.75,99,6,2,Sri Lanka
Emerald Estate,Emerald Estate,1137,2013,60,St. Lucia,2.75,91,6,4,St. Lucia
Hotel Chocolat,"Pepiniere, single Cote",1654,2015,70,U.K.,2.75,97,5,4,St. Lucia
Cao,Tanzania,1804,2016,73,U.S.A.,2.75,100,6,3,Tanzania
hexx,Tanzania,1546,2015,70,U.S.A.,2.75,94,6,2,Tanzania
Hotel Chocolat (Coppeneur),Tanzania,296,2008,75,U.K.,2.75,95,3,2,Tanzania
Mutari,"Kokoa Kamili, batch 1 SRB",1896,2016,68,U.S.A.,2.75,90,6,1,Tanzania
A. Morin,Kpime,1676,2015,70,France,2.75,93,4,2,Togo
Alain Ducasse,Trinite,1215,2014,65,France,2.75,90,3,4,Trinidad
Bright,Gran Couva,1235,2014,68,Australia,2.75,92,2,4,Trinidad
Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",1606,2015,70,U.S.A.,2.75,100,2,2,Trinidad
Ohiyo,"San Juan Estate, Gran Couva",1594,2015,70,U.S.A.,2.75,94,2,4,Trinidad
Tablette (aka Vanillabeans),Trinidad,1680,2015,77,Japan,2.75,93,5,3,Trinidad
Zart Pralinen,San Juan Estate,1824,2016,85,Austria,2.75,92,1,3,Trinidad
Chocolate Con Amor,Uganda,1760,2016,70,U.S.A.,2.75,96,4,4,Uganda
Chaleur B,Uganda,1426,2014,70,Canada,2.75,95,1,3,Uganda
hello cocoa,Uganda,1458,2015,57,U.S.A.,2.75,91,3,4,Uganda
Cravve,"Vanuatu, batch 2410",1335,2014,83,Australia,2.75,92,1,3,Vanuatu
Spencer,Malekula Island,1434,2014,72,Australia,2.75,92,5,1,Vanuatu
Cello,Venezuela,1251,2014,70,U.S.A.,2.75,95,3,1,Venezuela
Dandelion,"Cumboto, farmer Jose Lugo",1026,2013,70,U.S.A.,2.75,96,6,3,Venezuela
DAR,"Venezuela, batch 122",1920,2016,72,U.S.A.,2.75,98,2,1,Venezuela
Davis,Venezuela,1093,2013,70,U.S.A.,2.75,93,2,1,Venezuela
Kto,Ocumare,1422,2014,72,U.S.A.,2.75,90,4,4,Venezuela
Mana,Venezuela,1219,2014,74,U.S.A.,2.75,99,3,4,Venezuela
Meadowlands,Venezuela,1287,2014,70,U.S.A.,2.75,99,2,1,Venezuela
Pura Delizia,Venezuela,931,2012,73,Italy,2.75,98,2,2,Venezuela
Suruca Chocolate,Venezuela,1796,2016,70,Venezuela,2.75,90,6,4,Venezuela
Tocoti,Venezuela,789,2011,72,U.S.A.,2.75,90,6,2,Venezuela
A. Morin,Carenero,1315,2014,70,France,2.75,97,4,1,Venezuela
Dick Taylor,Mantuano,682,2011,75,U.S.A.,2.75,98,3,4,Venezuela
El Rey,"Carenero Superior, Gran Saman",32,2006,70,Venezuela,2.75,91,2,3,Venezuela
Mast Brothers,Patanemo,572,2010,81,U.S.A.,2.75,99,5,4,Venezuela
Shark Mountain,Cuyagua,1466,2015,77,U.S.A.,2.75,99,6,3,Venezuela
Black Mountain,Carenero Superior,256,2008,70,U.S.A.,2.75,91,2,4,Venezuela
Chuao Chocolatier (Pralus),Chuao,486,2010,77,U.S.A.,2.75,92,3,3,Venezuela
Compania de Chocolate (Salgado),Carenero Superior,292,2008,80,Argentina,2.75,96,6,1,Venezuela
El Rey,"Rio Caribe, Cariaco",439,2009,60.5,Venezuela,2.75,91,5,4,Venezuela
Escazu,Rio Caribe,903,2012,70,U.S.A.,2.75,98,5,4,Venezuela
Hogarth,Carenero Superior,1712,2016,72,New Zealand,2.75,97,3,4,Venezuela
Hotel Chocolat (Coppeneur),Chuao,600,2010,70,U.K.,2.75,91,6,3,Venezuela
Mast Brothers,Chuao,999,2012,73,U.S.A.,2.75,93,2,4,Venezuela
Mast Brothers,"Chuao, Light Roast",713,2011,81,U.S.A.,2.75,95,3,2,Venezuela
Na�ve,Chuao,1399,2014,75,Lithuania,2.75,93,3,1,Venezuela
Pump Street Bakery,"Patanemo Vil., Carabobo State, Tisano family",1223,2014,75,U.K.,2.75,97,1,2,Venezuela
Alain Ducasse,Vietnam,1215,2014,75,France,2.75,95,6,1,Vietnam
Choco Dong,"Mekong Delta, early 2014 Harvest",1696,2015,70,South Korea,2.75,91,5,4,Vietnam
Confluence,"Tien Giang, 2015, batch 10-2-16",1916,2016,78,U.S.A.,2.75,99,3,4,Vietnam
Laia aka Chat-Noir,"Vietnam, Batch 50/100",1590,2015,75,France,2.75,90,2,1,Vietnam
Valrhona,Le Noir Amer,157,2007,71,France,2.75,98,2,3,West Africa
Altus aka Cao Artisan,CIAAB Coop,1732,2016,60,U.S.A.,2.5,100,6,2,Bolivia
Chocolate Con Amor,Wild Bolivian,1760,2016,70,U.S.A.,2.5,94,2,4,Bolivia
Meadowlands,Bolivia,1287,2014,70,U.S.A.,2.5,91,6,2,Bolivia
twenty-four blackbirds,Palos Blancos,1026,2013,75,U.S.A.,2.5,93,1,4,Bolivia
Bahen & Co.,Bahia,999,2012,70,Australia,2.5,100,1,2,Brazil
Mita,Tumaco,955,2012,65,Colombia,2.5,97,4,1,Colombia
Bisou,"San Andres, American style",1486,2015,76,U.S.A.,2.5,95,3,2,Costa Rica
Bisou,"San Andres, silk",1486,2015,78,U.S.A.,2.5,98,3,2,Costa Rica
Nahua,"Costa Rica, Oscuro",1049,2013,58,Costa Rica,2.5,93,6,1,Costa Rica
C-Amaro,Cuba,1442,2014,75,Italy,2.5,90,6,1,Cuba
Burnt Fork Bend,"Ecuador, Bob Bar",1323,2014,60,U.S.A.,2.5,97,3,2,Ecuador
Cello,Ecuador,1247,2014,70,U.S.A.,2.5,99,4,3,Ecuador
Duffy's,Star of Ecuador,523,2010,70,U.K.,2.5,94,2,3,Ecuador
Honest,"Ecuador, w/ nibs",1327,2014,72,South Africa,2.5,94,3,4,Ecuador
Kallari (Ecuatoriana),Diego/ original micro,248,2008,85,Ecuador,2.5,94,5,4,Ecuador
Kallari (Ecuatoriana),Cacao Nacional W.F.,263,2008,75,Ecuador,2.5,90,2,4,Ecuador
Kyya,Ecuador,1363,2014,72.5,U.S.A.,2.5,96,1,3,Ecuador
Mana,Ecuador,1446,2015,74,U.S.A.,2.5,90,3,3,Ecuador
Woodblock,Ecuador,825,2012,70,U.S.A.,2.5,99,6,1,Ecuador
Bonnat,Equateur,123,2007,75,France,2.5,92,2,3,Ecuador
Cacaoyere (Ecuatoriana),Bolivar,245,2008,82,Ecuador,2.5,97,3,2,Ecuador
Caoni (Tulicorp),Manabi,237,2008,77,Ecuador,2.5,91,4,2,Ecuador
"Chocolate Tree, The",Ecuador,919,2012,82,Scotland,2.5,99,2,2,Ecuador
Chocovic,"Bolivar, Guaranda",117,2007,71,Spain,2.5,91,2,1,Ecuador
Hachez,Arriba,166,2007,77,Germany,2.5,98,5,1,Ecuador
Pacari,Esmeraldas,224,2008,60,Ecuador,2.5,98,4,3,Ecuador
Republica del Cacao (aka Confecta),"Los Rios, Vinces",439,2009,75,Ecuador,2.5,99,5,2,Ecuador
Hoja Verde (Tulicorp),Manabi,414,2009,80,Ecuador,2.5,98,5,2,Ecuador
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",1113,2013,100,U.K.,2.5,99,2,1,Ecuador
Millcreek Cacao Roasters,Ecuador,1073,2013,70,U.S.A.,2.5,96,2,3,Ecuador
Coppeneur,"Los Rios, H. Iara",558,2010,72,Germany,2.5,94,1,2,Ecuador
Pitch Dark,Namau Village,1315,2014,73,U.S.A.,2.5,96,2,4,Fiji
Davis,Ghana,1093,2013,70,U.S.A.,2.5,96,5,3,Ghana
TCHO,Chocolatey-beta,199,2008,70,U.S.A.,2.5,91,4,1,Ghana
Vanleer (Barry Callebaut),Manhattan,963,2012,72,U.S.A.,2.5,93,1,3,Ghana
Whittakers,Ghana,733,2011,72,New Zealand,2.5,93,2,3,Ghana
Chocovic,Guyave,117,2007,71,Spain,2.5,90,3,1,Grenada
Grenada Chocolate Co.,Grenada,241,2008,71,Grenada,2.5,100,6,2,Grenada
Naive,Grenada,867,2012,71,Lithuania,2.5,97,6,1,Grenada
Shark's,"Hilo, w/ added cocoa butter",721,2011,73,U.S.A.,2.5,98,2,1,Hawaii
Garden Island,"Kaua'I, Alea Estate +world",1367,2014,85,U.S.A.,2.5,92,3,3,Hawaii
Pinellas,Wampusirpi Region,1772,2016,80,U.S.A.,2.5,90,6,3,Honduras
Indah,India (south),1788,2016,61,India,2.5,98,6,2,India
Middlebury,"Balinese, Java",887,2012,70,U.S.A.,2.5,93,3,2,Indonesia
Holy Cacao,Ivory Coast,431,2009,70,Israel,2.5,93,5,3,Ivory Coast
Theo,Ivory Coast,184,2007,75,U.S.A.,2.5,98,5,2,Ivory Coast
Oakland Chocolate Co.,Jamaica,478,2010,70,U.S.A.,2.5,98,6,1,Jamaica
Dean and Deluca (Belcolade),Madagascar,170,2007,66,U.S.A.,2.5,90,1,1,Madagascar
Menakao (aka Cinagra),Madagascar,837,2012,80,Madagascar,2.5,93,3,3,Madagascar
Menakao (aka Cinagra),Madagascar,841,2012,72,Madagascar,2.5,91,5,3,Madagascar
Nathan Miller,Madagascar,1403,2014,73.5,U.S.A.,2.5,99,3,3,Madagascar
Rozsavolgyi,"Sambirano, Akesson Estate",871,2012,72,Hungary,2.5,98,4,3,Madagascar
Ara,Chiapas,1379,2014,72,France,2.5,94,1,3,Mexico
Tabal,"Chiapas, Lacandon Jungle",1105,2013,70,U.S.A.,2.5,98,6,3,Mexico
Chocolats Privilege,Xoconusco,1219,2014,70,Canada,2.5,98,6,2,Mexico
Askinosie,Xoconusco,141,2007,75,U.S.A.,2.5,96,3,1,Mexico
Chocovivo,Tabasco,1522,2015,65,U.S.A.,2.5,97,6,1,Mexico
Chocovivo,Tabasco,1522,2015,75,U.S.A.,2.5,97,6,2,Mexico
Bisou,"Nicaragua, American style",1482,2015,76,U.S.A.,2.5,98,5,1,Nicaragua
Pitch Dark,Tenor,1506,2015,62,U.S.A.,2.5,99,6,1,Nicaragua
Alain Ducasse,"Piura, Perou",1173,2013,75,France,2.5,94,5,1,Peru
Altus aka Cao Artisan,Villa Andina,1732,2016,60,U.S.A.,2.5,92,2,4,Peru
Chocolate Alchemist-Philly,"Tumbes, ""Zarumilla""",1772,2016,90,U.S.A.,2.5,94,1,3,Peru
Fruition,Peru,863,2012,70,U.S.A.,2.5,92,1,1,Peru
Kakao,Peru,837,2012,64,Germany,2.5,93,3,2,Peru
Kto,San Martin,1422,2014,72,U.S.A.,2.5,96,5,3,Peru
La Oroquidea,Peruvian Amazon,721,2011,72,Peru,2.5,90,2,3,Peru
Mana,Peru,1219,2014,74,U.S.A.,2.5,93,4,3,Peru
Pascha,Peru,1137,2013,55,Peru,2.5,100,5,2,Peru
Ranger,"San Martin, Batch 2",1558,2015,70,U.S.A.,2.5,96,2,4,Peru
Sibu Sura,Peru,911,2012,70,U.S.A.,2.5,97,1,4,Peru
TCHO,Fruity-beta,280,2008,70,U.S.A.,2.5,92,4,4,Peru
TCHO,Nutty-beta,284,2008,70,U.S.A.,2.5,96,1,4,Peru
Vivra,Peru,1720,2016,70,U.S.A.,2.5,99,2,3,Peru
Cacao Atlanta,Tumbes,1215,2014,75,U.S.A.,2.5,90,5,1,Peru
Castronovo,San Martin,1105,2013,70,U.S.A.,2.5,96,6,1,Peru
Chocolarder,Peru,1482,2015,65,U.K.,2.5,95,4,3,Peru
French Broad,Tumbes Coop,883,2012,70,U.S.A.,2.5,91,1,4,Peru
Wilkie's Organic,Amazonas,1169,2013,75,Ireland,2.5,92,5,3,Peru
Summerbird,Peru,1800,2016,61,Denmark,2.5,91,3,2,Peru
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 7",1892,2016,70,Japan,2.5,93,3,3,Peru
StRita Supreme,"Samar, East Visayas region",939,2012,65,U.S.A.,2.5,90,5,2,Philippines
StRita Supreme,"Samar, East Visayas region",943,2012,70,U.S.A.,2.5,91,6,1,Philippines
Cacao Arabuco,Puerto Rico,1606,2015,70,Puerto Rico,2.5,93,6,3,Puerto Rico
Loiza,Puerto Rico,1049,2013,65,Puerto Rico,2.5,98,6,1,Puerto Rico
Desbarres,"Kilombero, batch 41",1916,2016,72,Canada,2.5,92,1,2,Tanzania
Lake Champlain (Callebaut),Tanzania,327,2009,75,U.S.A.,2.5,96,5,2,Tanzania
C-Amaro,Trinidad,765,2011,70,Italy,2.5,99,3,1,Trinidad
Ethel's Artisan (Mars),Trinidad,666,2011,55,U.S.A.,2.5,96,1,4,Trinidad
Valrhona,Gran Couva 2005 P.,75,2006,64,France,2.5,95,4,2,Trinidad
De Villiers,Bundibugyo District,1832,2016,70,South Africa,2.5,98,3,3,Uganda
Hotel Chocolat (Coppeneur),Uganda,296,2008,80,U.K.,2.5,100,1,1,Uganda
Kyya,Uganda,1359,2014,72.5,U.S.A.,2.5,97,4,2,Uganda
Altus aka Cao Artisan,Sur del Lago,1125,2013,60,U.S.A.,2.5,90,3,3,Venezuela
Cacao de Origen,Agua Fria; Sucre region,1391,2014,75,Venezuela,2.5,100,6,4,Venezuela
Feitoria Cacao,Cuyagua,1736,2016,76,Portugal,2.5,91,3,3,Venezuela
Rozsavolgyi,Sur del Lago,809,2012,84,Hungary,2.5,91,6,1,Venezuela
Rozsavolgyi,Porcelana,717,2011,71,Hungary,2.5,96,5,4,Venezuela
Vivra,Ocumare,1720,2016,70,U.S.A.,2.5,91,2,4,Venezuela
Cao,Porcelana,1804,2016,75,U.S.A.,2.5,100,1,1,Venezuela
Choklat,Ocumare,377,2009,80,Canada,2.5,91,6,4,Venezuela
El Rey,"Carenero Superior, Apamate",206,2008,74,Venezuela,2.5,94,4,2,Venezuela
El Rey,"Carenero Superior, Bucare",206,2008,58,Venezuela,2.5,91,4,1,Venezuela
Ethel's Artisan (Mars),Porcelana,666,2011,70,U.S.A.,2.5,93,2,1,Venezuela
Artisan du Chocolat,"Ocumare, Venezuela",355,2009,75,U.K.,2.5,100,1,3,Venezuela
Alain Ducasse,Chuao,1061,2013,75,France,2.5,95,6,3,Venezuela
Dormouse,"Rio Caribe, Batch 7",1672,2015,70,U.K.,2.5,100,4,3,Venezuela
Guittard,Sur del Lago,87,2006,65,U.S.A.,2.5,94,1,2,Venezuela
Valrhona,Abinao,153,2007,85,France,2.5,98,2,3,West Africa
Mast Brothers,Madagascar,999,2012,72,U.S.A.,2.5,92,2,2,West Africa
Damson,Crayfish Bay aka Non Pariel Estate,1666,2015,70,U.K.,2.25,97,2,1,Grenada
Willie's Cacao,"Java, Indonesian Black",1109,2013,100,U.K.,2.25,90,6,4,Indonesia
Paul Young,"Madagascar, w/ shell",1271,2014,73,U.K.,2.25,92,3,2,Madagascar
Isidro,Peru,1279,2014,72,U.S.A.,2.25,95,4,1,Peru
Machu Picchu Trading Co.,Peru,552,2010,55,Peru,2.25,93,6,1,Peru
Nathan Miller,Peru,1403,2014,72,U.S.A.,2.25,90,4,4,Peru
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 6, brown sugar",1892,2016,70,Japan,2.25,91,5,3,Peru
Finca,Puerto Rico,1283,2014,65,U.S.A.,2.25,95,3,3,Puerto Rico
Cacao Atlanta,Patanemo,600,2010,75,U.S.A.,2.25,94,6,4,Venezuela
Nibble,Patanemo,1526,2015,72,U.S.A.,2.25,95,6,3,Venezuela
Rozsavolgyi,"Rio Caribe Superior, Paria Penninsula",871,2012,76,Hungary,2.25,98,3,1,Venezuela
Middlebury,Alto Beni,887,2012,75,U.S.A.,2,91,5,2,Bolivia
Olivia,Carribean-Raw,688,2011,76,Canada,2,98,5,1,Carribean
Santander (Compania Nacional),Colombian Semi Dark,32,2006,53,Colombia,2,93,1,3,Colombia
Escazu,Guapiles,414,2009,65,U.S.A.,2,93,1,4,Costa Rica
Majani,Ecuador,531,2010,70,Italy,2,97,4,2,Ecuador
Caoni (Tulicorp),Esmeraldas,237,2008,77,Ecuador,2,90,1,1,Ecuador
Pacari,Raw,266,2008,100,Ecuador,2,99,6,4,Ecuador
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,100,U.S.A.,2,95,1,4,Ecuador
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,90,U.S.A.,2,97,1,3,Ecuador
Hoja Verde (Tulicorp),Arriba,414,2009,80,Ecuador,2,97,1,3,Ecuador
Jacque Torres,Trinatario Treasure,5,2006,71,U.S.A.,2,99,3,1,Ghana
Shark's,Hilo,713,2011,73,U.S.A.,2,100,3,2,Hawaii
Scharffen Berger,Jamaica a l'ancienne,56,2006,70,U.S.A.,2,92,4,3,Jamaica
Ki' Xocolatl,Dark,431,2009,72,Mexico,2,96,2,4,Mexico
Love Bar,Nicaragua,1502,2015,75,U.S.A.,2,97,1,2,Nicaragua
French Broad,"Palo Blanco w/ panela, Chulucanas",887,2012,81,U.S.A.,2,93,1,1,Peru
Tejas,Capistrano,821,2012,70,U.S.A.,2,99,4,2,Peru
Cacao Barry,Tanzania,300,2008,75,France,2,92,6,4,Tanzania
Maglio,Africa,300,2008,75,Italy,2,93,5,4,Tanzania
Cacao Barry,Venezuela,141,2007,72,France,2,95,5,1,Venezuela
Pralus,Cuyagua,451,2009,75,France,2,95,6,2,Venezuela
Theo,"Venezuela; Barinos, Merida, Tachron",188,2007,91,U.S.A.,2,98,2,2,Venezuela
Neuhaus (Callebaut),West Africa,15,2006,73,Belgium,2,92,3,1,West Africa
TCHO,West Africa,1716,2016,62,U.S.A.,2,94,6,4,West Africa
Artisan du Chocolat,Brazil Rio Doce,363,2009,72,U.K.,1.75,100,2,4,Brazil
Hotel Chocolat,"Island Growers, 2012, 120hr c.",1113,2013,100,U.K.,1.75,99,3,3,St. Lucia
Artisan du Chocolat,Venezuela,486,2010,100,U.K.,1.75,90,1,2,Venezuela
Coppeneur,Ecuador Puristique,817,2012,100,Germany,1.5,98,5,3,Ecuador
Bouga Cacao (Tulicorp),"El Oro, Hacienda de Oro",341,2009,100,Ecuador,1.5,99,1,1,Ecuador
Cacaoyere (Ecuatoriana),Pichincha,259,2008,91,Ecuador,1.5,98,6,2,Ecuador
Snake & Butterfly,Ghana,693,2011,67,U.S.A.,1.5,92,3,4,Ghana
Machu Picchu Trading Co.,Peru,721,2011,70,Peru,1.5,94,5,4,Peru
Callebaut,Baking,141,2007,70,Belgium,1,97,6,3,Ecuador
Claudio Corallo,Principe,252,2008,100,Sao Tome,1,100,4,2,Sao Tome & Principe
